ID,Query,Category,Response,Timestamp,User Type
14064,Can I change my delivery address?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-05-21 13:09:11.338212,Returning
14065,Can I change my delivery address?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-08-20 23:05:33.338212,Returning
14066,Can I change my delivery address?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-08-13 05:47:36.338212,New
14067,Why is my order delayed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-04-13 23:52:37.338212,New
14068,Is my order confirmed?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-04-30 21:55:01.338212,Returning
14069,What does 'Out for delivery' mean?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2025-01-09 21:31:33.338212,Returning
14070,What time will my order arrive?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-04-19 16:07:31.338212,Returning
14071,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2025-02-18 04:51:58.338212,Returning
14072,What time will my order arrive?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-07-01 12:27:15.338212,Returning
14073,What time will my order arrive?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-10-26 14:42:44.338212,Returning
14074,Can I change my delivery address?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-07-28 05:57:40.338212,Returning
14075,How long will my delivery take?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-11-03 17:19:29.338212,New
14076,Can I change my delivery address?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-04-21 19:30:39.338212,Returning
14077,How long will my delivery take?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-12-21 06:14:05.338212,New
14078,Where is my order?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-10-29 22:46:34.338212,Returning
14079,What does 'Out for delivery' mean?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-02-01 09:57:13.338212,New
14080,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-12-18 10:24:23.338212,Returning
14081,"I didn’t receive my food, what should I do?",Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-06-20 01:13:10.338212,New
14082,What time will my order arrive?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-03-06 05:55:10.338212,New
14083,Why is my order delayed?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-05-23 00:06:55.338212,Returning
14084,How long will my delivery take?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2025-01-17 13:17:22.338212,New
14085,What time will my order arrive?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-07-02 18:47:25.338212,New
14086,What time will my order arrive?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-03-09 06:58:26.338212,New
14087,Why is my order delayed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-05-22 16:24:20.338212,New
14088,Where is my order?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-08-25 10:53:48.338212,New
14089,What does 'Out for delivery' mean?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-12-25 02:18:21.338212,Returning
14090,Can I track my order live?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-10-26 18:25:43.338212,Returning
14091,"I didn’t receive my food, what should I do?",Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-11-28 12:11:31.338212,Returning
14092,How long will my delivery take?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2025-01-11 05:39:19.338212,Returning
14093,What time will my order arrive?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-06-03 18:41:21.338212,New
14094,How long will my delivery take?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-09 12:37:15.338212,New
14095,How long will my delivery take?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-11-20 03:51:39.338212,New
14096,How long will my delivery take?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-08-20 08:32:03.338212,Returning
14097,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-12-16 12:20:07.338212,Returning
14098,Where is my order?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2025-02-20 05:09:09.338212,Returning
14099,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-11-10 02:23:53.338212,New
14100,How long will my delivery take?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2025-02-03 06:30:02.338212,New
14101,Where is my order?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-08-13 17:37:09.338212,Returning
14102,"I didn’t receive my food, what should I do?",Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-03-04 03:07:45.338212,New
14103,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2025-02-16 04:48:35.338212,Returning
14104,Why is my order delayed?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2025-02-18 02:02:59.338212,Returning
14105,How long will my delivery take?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2025-01-27 05:48:04.338212,Returning
14106,What time will my order arrive?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-07-07 15:04:42.338212,New
14107,How long will my delivery take?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-09-29 03:32:27.338212,Returning
14108,What does 'Out for delivery' mean?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-10-29 21:24:59.338212,New
14109,What does 'Out for delivery' mean?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-07-15 08:21:08.338212,New
14110,Why is my order delayed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-10-15 20:00:22.338212,Returning
14111,How long will my delivery take?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-04-21 06:21:11.338212,Returning
14112,What does 'Out for delivery' mean?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2025-01-02 14:09:05.338212,Returning
14113,Is my order confirmed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-08-19 06:01:13.338212,New
14114,What time will my order arrive?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-12-04 12:43:39.338212,Returning
14115,Why is my order delayed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-03-11 05:58:50.338212,Returning
14116,"I didn’t receive my food, what should I do?",Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-08-22 18:02:02.338212,Returning
14117,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-12-20 07:23:29.338212,New
14118,Can I track my order live?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-08-08 13:44:48.338212,Returning
14119,Can I track my order live?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-05-04 21:33:56.338212,Returning
14120,Can I track my order live?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-12-15 12:51:24.338212,Returning
14121,Can I change my delivery address?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-12-10 09:22:29.338212,Returning
14122,How long will my delivery take?,Order Tracking,Live tracking is available in the 'Track Order' section.,2025-02-21 05:41:56.338212,New
14123,"I didn’t receive my food, what should I do?",Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-11-01 13:36:48.338212,New
14124,Where is my order?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-09-13 17:08:02.338212,Returning
14125,What does 'Out for delivery' mean?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-12-05 07:40:45.338212,New
14126,What time will my order arrive?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-01-21 23:12:58.338212,Returning
14127,What time will my order arrive?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2025-01-14 03:31:33.338212,New
14128,Why is my order delayed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-05-19 05:28:16.338212,New
14129,Is my order confirmed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-09-24 07:15:12.338212,Returning
